battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range,resolution,screen_size
-0.9025972554689959,0,0.8307794171595057,0,-0.7624946625030504,0,-1.3806435313202894,0.34073950535281977,1.3492488095807782,-1.10197128209058,-1.3057501043508444,0.3917034064711061,1.4624933239839086,0,0,1,1,-0.21200525488533234,-0.2246860466099944
-0.49513856507006043,1,-1.253064196519815,1,-0.9928903907106499,1,1.1550242242836197,0.6875481622004737,-0.12005943732924378,-0.6647678374999909,-0.6459887934933469,0.4673170183062863,-0.7342672077230512,1,1,0,2,-0.2120052540430382,-0.3809259816693866
-1.5376864991634263,1,-1.253064196519815,1,-0.532098934295451,1,0.49354567934346943,1.3811654758957816,0.13424391309749079,0.2096390516811874,-0.6459887934933469,0.44149773621622473,-0.36814045243855786,1,1,0,2,-0.21200525252282953,-0.7585058247295845
-1.419318611449769,1,1.198516525455856,0,-0.9928903907106499,0,-1.2152738950852517,1.0343568190481278,-0.26133907645520743,0.6468424962717766,-0.15116781035022395,0.5945691943215896,-0.002013697154064573,1,0,0,2,-0.21200525448321597,0.6216136016283802
1.3259058612938972,1,-0.3950109438283302,0,2.0022540759881435,1,0.658915315578507,0.34073950535281977,0.021220201796719875,-1.10197128209058,0.6735338282216478,-0.6576659870463955,0.7302398134149221,1,1,0,1,-0.21200525269130155,-0.8366257922592806
1.4124054715461853,0,-1.253064196519815,1,-0.3017032060878515,0,-0.5537953501451016,0.6875481622004737,0.6711065417761527,-1.539174726681169,-0.4810484657789726,-0.9748743098671516,-0.18507707479631122,1,0,0,1,-0.21200525254279964,-0.823605797670998
1.3259058612938972,0,0.21788423666558757,0,-0.07130747788025202,1,-1.2152738950852517,1.0343568190481278,-0.03529165385366558,1.5212493854529547,0.013772517364150388,1.010444059415081,1.279429946341662,1,0,1,3,-0.21200525480144722,0.3091337315095958
1.6286544971769052,0,-1.253064196519815,1,-0.9928903907106499,0,-0.44354892598840995,1.0343568190481278,1.3209928817555854,-0.22756439290940172,-1.635630759779593,-1.3132913286904584,-1.1003939630075446,1,1,1,0,-0.2120052545964682,-0.41998596543423466
0.47001498090283717,1,-1.253064196519815,0,-0.9928903907106499,0,1.1550242242836197,0.6875481622004737,0.95366582002808,1.0840459408623657,0.6735338282216478,-0.9453665589070812,1.6455567016261552,1,0,0,0,-0.21200525443477264,-0.823605797670998
-1.6606069979429934,1,-1.1304851604210315,1,-0.532098934295451,1,-1.2703971071635978,-1.3933037788854497,-1.3350643338125312,0.2096390516811874,0.838474155936022,-1.4857272483633694,0.18104968048818207,1,0,0,0,-0.21200525471501708,1.4288532661019067
